source_roi,target_roi,presence_rate
rostralmiddlefrontal-rh (-0.29),inferiorparietal-rh (-0.26),0.0
superiorfrontal-lh (-0.25),inferiorparietal-rh (-0.26),0.0
superiorparietal-lh (-0.34),inferiorparietal-rh (-0.26),0.0
superiorparietal-rh,inferiorparietal-rh (-0.26),0.0
superiortemporal-lh,inferiorparietal-rh (-0.26),0.0
superiortemporal-rh (-0.32),inferiorparietal-rh (-0.26),0.0
supramarginal-lh (-0.36),inferiorparietal-rh (-0.26),0.0
temporalpole-lh (-0.21),inferiorparietal-rh (-0.26),0.0
temporalpole-rh (-0.30),inferiorparietal-rh (-0.26),0.0
bankssts-rh (-0.23),inferiortemporal-lh (-0.29),0.0
bankssts-rh (-0.29),inferiortemporal-lh (-0.29),0.0
caudalanteriorcingulate-lh (-0.38),inferiortemporal-lh (-0.29),0.0
caudalanteriorcingulate-rh (-0.33),inferiortemporal-lh (-0.29),0.0
caudalmiddlefrontal-lh,inferiortemporal-lh (-0.29),0.0
caudalmiddlefrontal-rh (-0.38),inferiortemporal-lh (-0.29),0.0
cuneus-lh,inferiortemporal-lh (-0.29),0.0
entorhinal-lh,inferiortemporal-lh (-0.29),0.0
entorhinal-lh (-0.35),inferiortemporal-lh (-0.29),0.0
entorhinal-rh,inferiortemporal-lh (-0.29),0.0
entorhinal-rh (-0.27),inferiortemporal-lh (-0.29),0.0
frontalpole-rh (-0.28),inferiortemporal-lh (-0.29),0.0
fusiform-rh (-0.23),inferiortemporal-lh (-0.29),0.0
fusiform-rh (-0.24),inferiortemporal-lh (-0.29),0.0
inferiorparietal-lh,inferiortemporal-lh (-0.29),0.0
inferiorparietal-rh (-0.26),inferiortemporal-lh (-0.29),0.0
inferiortemporal-lh (-0.30),inferiortemporal-lh (-0.29),0.0
insula-lh,inferiortemporal-lh (-0.29),0.0
lateraloccipital-lh (-0.31),inferiortemporal-lh (-0.29),0.0
lateraloccipital-rh,inferiortemporal-lh (-0.29),0.0
lateraloccipital-rh (-0.29),inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-lh,inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-lh (-0.27),inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-rh (-0.25),inferiortemporal-lh (-0.29),0.0
lingual-lh,inferiortemporal-lh (-0.29),0.0
lingual-lh (-0.34),inferiortemporal-lh (-0.29),0.0
lingual-rh (-0.28),inferiortemporal-lh (-0.29),0.0
medialorbitofrontal-lh,inferiortemporal-lh (-0.29),0.0
medialorbitofrontal-rh,inferiortemporal-lh (-0.29),0.0
middletemporal-rh (-0.30),inferiortemporal-lh (-0.29),0.0
paracentral-lh (-0.26),inferiortemporal-lh (-0.29),0.0
paracentral-lh (-0.29),inferiortemporal-lh (-0.29),0.0
paracentral-rh (-0.22),inferiortemporal-lh (-0.29),0.0
parahippocampal-lh (-0.39),inferiortemporal-lh (-0.29),0.0
parahippocampal-rh,inferiortemporal-lh (-0.29),0.0
parahippocampal-rh (-0.28),inferiortemporal-lh (-0.29),0.0
parsopercularis-lh,inferiortemporal-lh (-0.29),0.0
parsopercularis-rh (-0.22),inferiortemporal-lh (-0.29),0.0
parsorbitalis-rh (-0.28),inferiortemporal-lh (-0.29),0.0
parstriangularis-lh,inferiortemporal-lh (-0.29),0.0
parstriangularis-rh,inferiortemporal-lh (-0.29),0.0
pericalcarine-rh,inferiortemporal-lh (-0.29),0.0
posteriorcingulate-lh,inferiortemporal-lh (-0.29),0.0
posteriorcingulate-rh,inferiortemporal-lh (-0.29),0.0
precentral-lh,inferiortemporal-lh (-0.29),0.0
precentral-rh (-0.26),inferiortemporal-lh (-0.29),0.0
precuneus-lh,inferiortemporal-lh (-0.29),0.0
precuneus-rh,inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.27),inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.33),inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-rh (-0.32),inferiortemporal-lh (-0.29),0.0
rostralmiddlefrontal-lh,inferiortemporal-lh (-0.29),0.0
rostralmiddlefrontal-rh (-0.29),inferiortemporal-lh (-0.29),0.0
superiorfrontal-lh (-0.25),inferiortemporal-lh (-0.29),0.0
superiorparietal-lh (-0.34),inferiortemporal-lh (-0.29),0.0
superiorparietal-rh,inferiortemporal-lh (-0.29),0.0
superiortemporal-lh,inferiortemporal-lh (-0.29),0.0
superiortemporal-rh (-0.32),inferiortemporal-lh (-0.29),0.0
supramarginal-lh (-0.36),inferiortemporal-lh (-0.29),0.0
temporalpole-lh (-0.21),inferiortemporal-lh (-0.29),0.0
temporalpole-rh (-0.30),inferiortemporal-lh (-0.29),0.0
bankssts-rh (-0.23),inferiortemporal-lh (-0.30),0.0
bankssts-rh (-0.29),inferiortemporal-lh (-0.30),0.75
caudalanteriorcingulate-lh (-0.38),inferiortemporal-lh (-0.30),0.0
caudalanteriorcingulate-rh (-0.33),inferiortemporal-lh (-0.30),0.0
caudalmiddlefrontal-lh,inferiortemporal-lh (-0.30),0.7777777777777778
caudalmiddlefrontal-rh (-0.38),inferiortemporal-lh (-0.30),0.0
cuneus-lh,inferiortemporal-lh (-0.30),0.8333333333333333
entorhinal-lh,inferiortemporal-lh (-0.30),0.75
entorhinal-lh (-0.35),inferiortemporal-lh (-0.30),0.0
entorhinal-rh,inferiortemporal-lh (-0.30),0.8333333333333334
entorhinal-rh (-0.27),inferiortemporal-lh (-0.30),0.75
frontalpole-rh (-0.28),inferiortemporal-lh (-0.30),0.0
fusiform-rh (-0.23),inferiortemporal-lh (-0.30),0.75
fusiform-rh (-0.24),inferiortemporal-lh (-0.30),0.0
inferiorparietal-lh,inferiortemporal-lh (-0.30),0.5360892388451444
inferiorparietal-rh (-0.26),inferiortemporal-lh (-0.30),0.0
inferiortemporal-lh (-0.29),inferiortemporal-lh (-0.30),0.0
insula-lh,inferiortemporal-lh (-0.30),0.9166666666666665
lateraloccipital-lh (-0.31),inferiortemporal-lh (-0.30),0.0
lateraloccipital-rh,inferiortemporal-lh (-0.30),0.5
lateraloccipital-rh (-0.29),inferiortemporal-lh (-0.30),0.9166666666666665
lateralorbitofrontal-lh,inferiortemporal-lh (-0.30),0.8333333333333335
lateralorbitofrontal-lh (-0.27),inferiortemporal-lh (-0.30),0.0
lateralorbitofrontal-rh (-0.25),inferiortemporal-lh (-0.30),0.0
lingual-lh,inferiortemporal-lh (-0.30),0.75
lingual-lh (-0.34),inferiortemporal-lh (-0.30),0.0
lingual-rh (-0.28),inferiortemporal-lh (-0.30),0.0
medialorbitofrontal-lh,inferiortemporal-lh (-0.30),0.8333333333333335
medialorbitofrontal-rh,inferiortemporal-lh (-0.30),0.8749999999999999
middletemporal-rh (-0.30),inferiortemporal-lh (-0.30),0.0
paracentral-lh (-0.26),inferiortemporal-lh (-0.30),0.75
paracentral-lh (-0.29),inferiortemporal-lh (-0.30),0.0
paracentral-rh (-0.22),inferiortemporal-lh (-0.30),0.0
parahippocampal-lh (-0.39),inferiortemporal-lh (-0.30),0.0
parahippocampal-rh,inferiortemporal-lh (-0.30),0.8333333333333334
parahippocampal-rh (-0.28),inferiortemporal-lh (-0.30),0.75
parsopercularis-lh,inferiortemporal-lh (-0.30),0.7777777777777778
parsopercularis-rh (-0.22),inferiortemporal-lh (-0.30),0.75
parsorbitalis-rh (-0.28),inferiortemporal-lh (-0.30),0.0
parstriangularis-lh,inferiortemporal-lh (-0.30),0.5833333333333333
parstriangularis-rh,inferiortemporal-lh (-0.30),0.7272727272727272
pericalcarine-rh,inferiortemporal-lh (-0.30),0.4166666666666667
posteriorcingulate-lh,inferiortemporal-lh (-0.30),0.737913486005089
posteriorcingulate-rh,inferiortemporal-lh (-0.30),0.7273141814865481
precentral-lh,inferiortemporal-lh (-0.30),0.5
precentral-rh (-0.26),inferiortemporal-lh (-0.30),0.0
precuneus-lh,inferiortemporal-lh (-0.30),0.8333333333333334
precuneus-rh,inferiortemporal-lh (-0.30),0.9166666666666666
rostralanteriorcingulate-lh (-0.27),inferiortemporal-lh (-0.30),0.0
rostralanteriorcingulate-lh (-0.33),inferiortemporal-lh (-0.30),0.0
rostralanteriorcingulate-rh (-0.32),inferiortemporal-lh (-0.30),0.0
rostralmiddlefrontal-lh,inferiortemporal-lh (-0.30),0.8333333333333334
rostralmiddlefrontal-rh (-0.29),inferiortemporal-lh (-0.30),0.0
superiorfrontal-lh (-0.25),inferiortemporal-lh (-0.30),0.0
superiorparietal-lh (-0.34),inferiortemporal-lh (-0.30),0.0
superiorparietal-rh,inferiortemporal-lh (-0.30),0.8333333333333335
superiortemporal-lh,inferiortemporal-lh (-0.30),0.8333333333333334
superiortemporal-rh (-0.32),inferiortemporal-lh (-0.30),0.9166666666666665
supramarginal-lh (-0.36),inferiortemporal-lh (-0.30),0.0
temporalpole-lh (-0.21),inferiortemporal-lh (-0.30),0.0
temporalpole-rh (-0.30),inferiortemporal-lh (-0.30),0.9166666666666665
bankssts-rh (-0.23),insula-lh,0.0
bankssts-rh (-0.29),insula-lh,0.8333333333333335
caudalanteriorcingulate-lh (-0.38),insula-lh,0.0
caudalanteriorcingulate-rh (-0.33),insula-lh,0.0
caudalmiddlefrontal-lh,insula-lh,0.8055555555555556
caudalmiddlefrontal-rh (-0.38),insula-lh,0.0
cuneus-lh,insula-lh,0.8333333333333334
entorhinal-lh,insula-lh,0.6666666666666666
entorhinal-lh (-0.35),insula-lh,0.0
entorhinal-rh,insula-lh,0.8333333333333334
entorhinal-rh (-0.27),insula-lh,0.8333333333333335
frontalpole-rh (-0.28),insula-lh,0.0
fusiform-rh (-0.23),insula-lh,0.25
fusiform-rh (-0.24),insula-lh,0.0
inferiorparietal-lh,insula-lh,0.6305774278215224
inferiorparietal-rh (-0.26),insula-lh,0.0
inferiortemporal-lh (-0.29),insula-lh,0.0
inferiortemporal-lh (-0.30),insula-lh,0.6666666666666666
lateraloccipital-lh (-0.31),insula-lh,0.0
lateraloccipital-rh,insula-lh,0.75
lateraloccipital-rh (-0.29),insula-lh,0.8333333333333335
lateralorbitofrontal-lh,insula-lh,0.8333333333333334
lateralorbitofrontal-lh (-0.27),insula-lh,0.0
lateralorbitofrontal-rh (-0.25),insula-lh,0.0
lingual-lh,insula-lh,0.6666666666666666
lingual-lh (-0.34),insula-lh,0.6666666666666666
lingual-rh (-0.28),insula-lh,0.6666666666666666
medialorbitofrontal-lh,insula-lh,0.6666666666666666
medialorbitofrontal-rh,insula-lh,0.8333333333333333
middletemporal-rh (-0.30),insula-lh,0.0
paracentral-lh (-0.26),insula-lh,0.25
paracentral-lh (-0.29),insula-lh,0.0
paracentral-rh (-0.22),insula-lh,0.0
parahippocampal-lh (-0.39),insula-lh,0.0
parahippocampal-rh,insula-lh,0.8333333333333334
parahippocampal-rh (-0.28),insula-lh,0.8333333333333335
parsopercularis-lh,insula-lh,0.7499999999999999
parsopercularis-rh (-0.22),insula-lh,0.25
parsorbitalis-rh (-0.28),insula-lh,0.0
parstriangularis-lh,insula-lh,0.5833333333333333
parstriangularis-rh,insula-lh,0.7803030303030302
pericalcarine-rh,insula-lh,0.3333333333333333
posteriorcingulate-lh,insula-lh,0.7620865139949108
posteriorcingulate-rh,insula-lh,0.772685818513452
precentral-lh,insula-lh,0.75
precentral-rh (-0.26),insula-lh,0.0
precuneus-lh,insula-lh,0.8333333333333333
precuneus-rh,insula-lh,0.0
rostralanteriorcingulate-lh (-0.27),insula-lh,0.0
rostralanteriorcingulate-lh (-0.33),insula-lh,0.0
rostralanteriorcingulate-rh (-0.32),insula-lh,0.0
rostralmiddlefrontal-lh,insula-lh,0.8333333333333333
rostralmiddlefrontal-rh (-0.29),insula-lh,0.0
superiorfrontal-lh (-0.25),insula-lh,0.0
superiorparietal-lh (-0.34),insula-lh,0.0
superiorparietal-rh,insula-lh,0.8333333333333333
superiortemporal-lh,insula-lh,0.9166666666666665
superiortemporal-rh (-0.32),insula-lh,0.8333333333333335
supramarginal-lh (-0.36),insula-lh,0.0
temporalpole-lh (-0.21),insula-lh,0.0
temporalpole-rh (-0.30),insula-lh,0.8333333333333335
bankssts-rh (-0.23),lateraloccipital-lh (-0.31),0.0
bankssts-rh (-0.29),lateraloccipital-lh (-0.31),0.0
caudalanteriorcingulate-lh (-0.38),lateraloccipital-lh (-0.31),0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-lh (-0.31),0.0
caudalmiddlefrontal-lh,lateraloccipital-lh (-0.31),0.0
caudalmiddlefrontal-rh (-0.38),lateraloccipital-lh (-0.31),0.0
cuneus-lh,lateraloccipital-lh (-0.31),0.0
entorhinal-lh,lateraloccipital-lh (-0.31),0.0
entorhinal-lh (-0.35),lateraloccipital-lh (-0.31),0.0
entorhinal-rh,lateraloccipital-lh (-0.31),0.0
entorhinal-rh (-0.27),lateraloccipital-lh (-0.31),0.0
frontalpole-rh (-0.28),lateraloccipital-lh (-0.31),0.0
fusiform-rh (-0.23),lateraloccipital-lh (-0.31),0.0
fusiform-rh (-0.24),lateraloccipital-lh (-0.31),0.0
inferiorparietal-lh,lateraloccipital-lh (-0.31),0.0
inferiorparietal-rh (-0.26),lateraloccipital-lh (-0.31),0.0
inferiortemporal-lh (-0.29),lateraloccipital-lh (-0.31),0.0
inferiortemporal-lh (-0.30),lateraloccipital-lh (-0.31),0.0
insula-lh,lateraloccipital-lh (-0.31),0.0
lateraloccipital-rh,lateraloccipital-lh (-0.31),0.0
lateraloccipital-rh (-0.29),lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-lh,lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-lh (-0.27),lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-lh (-0.31),0.0
lingual-lh,lateraloccipital-lh (-0.31),0.0
lingual-lh (-0.34),lateraloccipital-lh (-0.31),0.0
lingual-rh (-0.28),lateraloccipital-lh (-0.31),0.0
medialorbitofrontal-lh,lateraloccipital-lh (-0.31),0.0
medialorbitofrontal-rh,lateraloccipital-lh (-0.31),0.0
middletemporal-rh (-0.30),lateraloccipital-lh (-0.31),0.0
paracentral-lh (-0.26),lateraloccipital-lh (-0.31),0.0
paracentral-lh (-0.29),lateraloccipital-lh (-0.31),0.0
paracentral-rh (-0.22),lateraloccipital-lh (-0.31),0.0
parahippocampal-lh (-0.39),lateraloccipital-lh (-0.31),0.0
parahippocampal-rh,lateraloccipital-lh (-0.31),0.0
parahippocampal-rh (-0.28),lateraloccipital-lh (-0.31),0.0
parsopercularis-lh,lateraloccipital-lh (-0.31),0.0
parsopercularis-rh (-0.22),lateraloccipital-lh (-0.31),0.0
parsorbitalis-rh (-0.28),lateraloccipital-lh (-0.31),0.0
parstriangularis-lh,lateraloccipital-lh (-0.31),0.0
parstriangularis-rh,lateraloccipital-lh (-0.31),0.0
pericalcarine-rh,lateraloccipital-lh (-0.31),0.0
posteriorcingulate-lh,lateraloccipital-lh (-0.31),0.0
posteriorcingulate-rh,lateraloccipital-lh (-0.31),0.0
precentral-lh,lateraloccipital-lh (-0.31),0.0
precentral-rh (-0.26),lateraloccipital-lh (-0.31),0.0
precuneus-lh,lateraloccipital-lh (-0.31),0.0
precuneus-rh,lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-lh (-0.27),lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-lh (-0.31),0.0
rostralmiddlefrontal-lh,lateraloccipital-lh (-0.31),0.0
rostralmiddlefrontal-rh (-0.29),lateraloccipital-lh (-0.31),0.0
superiorfrontal-lh (-0.25),lateraloccipital-lh (-0.31),0.0
superiorparietal-lh (-0.34),lateraloccipital-lh (-0.31),0.0
superiorparietal-rh,lateraloccipital-lh (-0.31),0.0
superiortemporal-lh,lateraloccipital-lh (-0.31),0.0
superiortemporal-rh (-0.32),lateraloccipital-lh (-0.31),0.0
supramarginal-lh (-0.36),lateraloccipital-lh (-0.31),0.0
temporalpole-lh (-0.21),lateraloccipital-lh (-0.31),0.0
temporalpole-rh (-0.30),lateraloccipital-lh (-0.31),0.0
bankssts-rh (-0.23),lateraloccipital-rh,0.0
bankssts-rh (-0.29),lateraloccipital-rh,0.5833333333333334
caudalanteriorcingulate-lh (-0.38),lateraloccipital-rh,0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-rh,0.0
caudalmiddlefrontal-lh,lateraloccipital-rh,0.47222222222222227
caudalmiddlefrontal-rh (-0.38),lateraloccipital-rh,0.0
cuneus-lh,lateraloccipital-rh,0.6666666666666666
entorhinal-lh,lateraloccipital-rh,0.5
entorhinal-lh (-0.35),lateraloccipital-rh,0.0
entorhinal-rh,lateraloccipital-rh,0.5833333333333334
entorhinal-rh (-0.27),lateraloccipital-rh,0.5833333333333334
frontalpole-rh (-0.28),lateraloccipital-rh,0.0
fusiform-rh (-0.23),lateraloccipital-rh,0.4166666666666667
fusiform-rh (-0.24),lateraloccipital-rh,0.0
inferiorparietal-lh,lateraloccipital-rh,0.41666666666666674
inferiorparietal-rh (-0.26),lateraloccipital-rh,0.0
inferiortemporal-lh (-0.29),lateraloccipital-rh,0.0
inferiortemporal-lh (-0.30),lateraloccipital-rh,0.4166666666666667
insula-lh,lateraloccipital-rh,0.5
lateraloccipital-lh (-0.31),lateraloccipital-rh,0.0
lateraloccipital-rh (-0.29),lateraloccipital-rh,0.5
lateralorbitofrontal-lh,lateraloccipital-rh,0.6666666666666666
lateralorbitofrontal-lh (-0.27),lateraloccipital-rh,0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-rh,0.0
lingual-lh,lateraloccipital-rh,0.5
lingual-lh (-0.34),lateraloccipital-rh,0.4166666666666667
lingual-rh (-0.28),lateraloccipital-rh,0.4166666666666667
medialorbitofrontal-lh,lateraloccipital-rh,0.6666666666666666
medialorbitofrontal-rh,lateraloccipital-rh,0.5833333333333334
middletemporal-rh (-0.30),lateraloccipital-rh,0.0
paracentral-lh (-0.26),lateraloccipital-rh,0.4166666666666667
paracentral-lh (-0.29),lateraloccipital-rh,0.0
paracentral-rh (-0.22),lateraloccipital-rh,0.0
parahippocampal-lh (-0.39),lateraloccipital-rh,0.0
parahippocampal-rh,lateraloccipital-rh,0.5833333333333334
parahippocampal-rh (-0.28),lateraloccipital-rh,0.5833333333333334
parsopercularis-lh,lateraloccipital-rh,0.5277777777777778
parsopercularis-rh (-0.22),lateraloccipital-rh,0.4166666666666667
parsorbitalis-rh (-0.28),lateraloccipital-rh,0.0
parstriangularis-lh,lateraloccipital-rh,0.4166666666666667
parstriangularis-rh,lateraloccipital-rh,0.5871212121212119
pericalcarine-rh,lateraloccipital-rh,0.25
posteriorcingulate-lh,lateraloccipital-rh,0.6189567430025446
posteriorcingulate-rh,lateraloccipital-rh,0.613657090743274
precentral-lh,lateraloccipital-rh,0.0
precentral-rh (-0.26),lateraloccipital-rh,0.0
precuneus-lh,lateraloccipital-rh,0.6666666666666666
precuneus-rh,lateraloccipital-rh,0.5
rostralanteriorcingulate-lh (-0.27),lateraloccipital-rh,0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-rh,0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-rh,0.0
rostralmiddlefrontal-lh,lateraloccipital-rh,0.5833333333333334
rostralmiddlefrontal-rh (-0.29),lateraloccipital-rh,0.0
superiorfrontal-lh (-0.25),lateraloccipital-rh,0.0
superiorparietal-lh (-0.34),lateraloccipital-rh,0.0
superiorparietal-rh,lateraloccipital-rh,0.6666666666666666
superiortemporal-lh,lateraloccipital-rh,0.5833333333333334
superiortemporal-rh (-0.32),lateraloccipital-rh,0.5
supramarginal-lh (-0.36),lateraloccipital-rh,0.0
temporalpole-lh (-0.21),lateraloccipital-rh,0.0
temporalpole-rh (-0.30),lateraloccipital-rh,0.5
bankssts-rh (-0.23),lateraloccipital-rh (-0.29),0.0
bankssts-rh (-0.29),lateraloccipital-rh (-0.29),0.9166666666666665
caudalanteriorcingulate-lh (-0.38),lateraloccipital-rh (-0.29),0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-rh (-0.29),0.0
caudalmiddlefrontal-lh,lateraloccipital-rh (-0.29),0.8611111111111109
caudalmiddlefrontal-rh (-0.38),lateraloccipital-rh (-0.29),0.0
cuneus-lh,lateraloccipital-rh (-0.29),0.8333333333333333
entorhinal-lh,lateraloccipital-rh (-0.29),0.75
entorhinal-lh (-0.35),lateraloccipital-rh (-0.29),0.0
entorhinal-rh,lateraloccipital-rh (-0.29),0.9166666666666666
entorhinal-rh (-0.27),lateraloccipital-rh (-0.29),0.9166666666666665
frontalpole-rh (-0.28),lateraloccipital-rh (-0.29),0.0
fusiform-rh (-0.23),lateraloccipital-rh (-0.29),0.5833333333333334
fusiform-rh (-0.24),lateraloccipital-rh (-0.29),0.0
inferiorparietal-lh,lateraloccipital-rh (-0.29),0.6916010498687664
inferiorparietal-rh (-0.26),lateraloccipital-rh (-0.29),0.0
inferiortemporal-lh (-0.29),lateraloccipital-rh (-0.29),0.0
inferiortemporal-lh (-0.30),lateraloccipital-rh (-0.29),0.6666666666666666
insula-lh,lateraloccipital-rh (-0.29),0.9166666666666665
lateraloccipital-lh (-0.31),lateraloccipital-rh (-0.29),0.0
lateraloccipital-rh,lateraloccipital-rh (-0.29),0.75
lateralorbitofrontal-lh,lateraloccipital-rh (-0.29),0.8333333333333335
lateralorbitofrontal-lh (-0.27),lateraloccipital-rh (-0.29),0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-rh (-0.29),0.0
lingual-lh,lateraloccipital-rh (-0.29),0.75
lingual-lh (-0.34),lateraloccipital-rh (-0.29),0.6666666666666666
lingual-rh (-0.28),lateraloccipital-rh (-0.29),0.6666666666666666
medialorbitofrontal-lh,lateraloccipital-rh (-0.29),0.8333333333333335
medialorbitofrontal-rh,lateraloccipital-rh (-0.29),0.8333333333333334
middletemporal-rh (-0.30),lateraloccipital-rh (-0.29),0.0
paracentral-lh (-0.26),lateraloccipital-rh (-0.29),0.5833333333333334
paracentral-lh (-0.29),lateraloccipital-rh (-0.29),0.0
paracentral-rh (-0.22),lateraloccipital-rh (-0.29),0.0
parahippocampal-lh (-0.39),lateraloccipital-rh (-0.29),0.0
parahippocampal-rh,lateraloccipital-rh (-0.29),0.9166666666666666
parahippocampal-rh (-0.28),lateraloccipital-rh (-0.29),0.9166666666666665
parsopercularis-lh,lateraloccipital-rh (-0.29),0.75
parsopercularis-rh (-0.22),lateraloccipital-rh (-0.29),0.5833333333333334
parsorbitalis-rh (-0.28),lateraloccipital-rh (-0.29),0.0
parstriangularis-lh,lateraloccipital-rh (-0.29),0.8333333333333333
parstriangularis-rh,lateraloccipital-rh (-0.29),0.7537878787878788
pericalcarine-rh,lateraloccipital-rh (-0.29),0.5833333333333334
posteriorcingulate-lh,lateraloccipital-rh (-0.29),0.7856234096692113
posteriorcingulate-rh,lateraloccipital-rh (-0.29),0.7803237574099409
precentral-lh,lateraloccipital-rh (-0.29),0.7500000000000001
precentral-rh (-0.26),lateraloccipital-rh (-0.29),0.0
precuneus-lh,lateraloccipital-rh (-0.29),0.8333333333333334
precuneus-rh,lateraloccipital-rh (-0.29),0.9166666666666666
rostralanteriorcingulate-lh (-0.27),lateraloccipital-rh (-0.29),0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-rh (-0.29),0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-rh (-0.29),0.0
rostralmiddlefrontal-lh,lateraloccipital-rh (-0.29),0.75
rostralmiddlefrontal-rh (-0.29),lateraloccipital-rh (-0.29),0.0
superiorfrontal-lh (-0.25),lateraloccipital-rh (-0.29),0.0
superiorparietal-lh (-0.34),lateraloccipital-rh (-0.29),0.0
superiorparietal-rh,lateraloccipital-rh (-0.29),0.8333333333333335
superiortemporal-lh,lateraloccipital-rh (-0.29),0.75
superiortemporal-rh (-0.32),lateraloccipital-rh (-0.29),0.0
supramarginal-lh (-0.36),lateraloccipital-rh (-0.29),0.0
temporalpole-lh (-0.21),lateraloccipital-rh (-0.29),0.0
temporalpole-rh (-0.30),lateraloccipital-rh (-0.29),0.0
bankssts-rh (-0.23),lateralorbitofrontal-lh,0.0
bankssts-rh (-0.29),lateralorbitofrontal-lh,1.0
caudalanteriorcingulate-lh (-0.38),lateralorbitofrontal-lh,0.0
caudalanteriorcingulate-rh (-0.33),lateralorbitofrontal-lh,0.0
caudalmiddlefrontal-lh,lateralorbitofrontal-lh,0.8611111111111112
caudalmiddlefrontal-rh (-0.38),lateralorbitofrontal-lh,0.0
cuneus-lh,lateralorbitofrontal-lh,0.0
entorhinal-lh,lateralorbitofrontal-lh,0.7500000000000001
entorhinal-lh (-0.35),lateralorbitofrontal-lh,0.0
entorhinal-rh,lateralorbitofrontal-lh,1.0
entorhinal-rh (-0.27),lateralorbitofrontal-lh,1.0
frontalpole-rh (-0.28),lateralorbitofrontal-lh,0.0
fusiform-rh (-0.23),lateralorbitofrontal-lh,0.6666666666666666
fusiform-rh (-0.24),lateralorbitofrontal-lh,0.0
inferiorparietal-lh,lateralorbitofrontal-lh,0.7388451443569555
inferiorparietal-rh (-0.26),lateralorbitofrontal-lh,0.0
inferiortemporal-lh (-0.29),lateralorbitofrontal-lh,0.0
inferiortemporal-lh (-0.30),lateralorbitofrontal-lh,0.8333333333333335
insula-lh,lateralorbitofrontal-lh,1.0
lateraloccipital-lh (-0.31),lateralorbitofrontal-lh,0.0
lateraloccipital-rh,lateralorbitofrontal-lh,0.6666666666666667
lateraloccipital-rh (-0.29),lateralorbitofrontal-lh,0.9166666666666666
lateralorbitofrontal-lh (-0.27),lateralorbitofrontal-lh,0.0
lateralorbitofrontal-rh (-0.25),lateralorbitofrontal-lh,0.0
lingual-lh,lateralorbitofrontal-lh,0.75
lingual-lh (-0.34),lateralorbitofrontal-lh,0.8333333333333335
lingual-rh (-0.28),lateralorbitofrontal-lh,0.8333333333333335
medialorbitofrontal-lh,lateralorbitofrontal-lh,0.6666666666666666
medialorbitofrontal-rh,lateralorbitofrontal-lh,0.8333333333333333
middletemporal-rh (-0.30),lateralorbitofrontal-lh,0.0
paracentral-lh (-0.26),lateralorbitofrontal-lh,0.6666666666666666
paracentral-lh (-0.29),lateralorbitofrontal-lh,0.0
paracentral-rh (-0.22),lateralorbitofrontal-lh,0.0
parahippocampal-lh (-0.39),lateralorbitofrontal-lh,0.0
parahippocampal-rh,lateralorbitofrontal-lh,1.0
parahippocampal-rh (-0.28),lateralorbitofrontal-lh,1.0
parsopercularis-lh,lateralorbitofrontal-lh,0.8055555555555556
parsopercularis-rh (-0.22),lateralorbitofrontal-lh,0.6666666666666666
parsorbitalis-rh (-0.28),lateralorbitofrontal-lh,0.0
parstriangularis-lh,lateralorbitofrontal-lh,0.8333333333333333
parstriangularis-rh,lateralorbitofrontal-lh,0.7803030303030303
pericalcarine-rh,lateralorbitofrontal-lh,0.4166666666666667
posteriorcingulate-lh,lateralorbitofrontal-lh,0.7620865139949108
posteriorcingulate-rh,lateralorbitofrontal-lh,0.7726858185134519
precentral-lh,lateralorbitofrontal-lh,0.6666666666666665
precentral-rh (-0.26),lateralorbitofrontal-lh,0.0
precuneus-lh,lateralorbitofrontal-lh,0.9166666666666666
precuneus-rh,lateralorbitofrontal-lh,1.0
rostralanteriorcingulate-lh (-0.27),lateralorbitofrontal-lh,0.0
rostralanteriorcingulate-lh (-0.33),lateralorbitofrontal-lh,0.0
rostralanteriorcingulate-rh (-0.32),lateralorbitofrontal-lh,0.0
rostralmiddlefrontal-lh,lateralorbitofrontal-lh,0.9166666666666666
rostralmiddlefrontal-rh (-0.29),lateralorbitofrontal-lh,0.0
