source_roi,target_roi,diff_rate
entorhinal-rh,inferiortemporal-lh (-0.29),0.0
entorhinal-rh (-0.27),inferiortemporal-lh (-0.29),0.0
frontalpole-rh (-0.28),inferiortemporal-lh (-0.29),0.0
fusiform-rh (-0.23),inferiortemporal-lh (-0.29),0.0
fusiform-rh (-0.24),inferiortemporal-lh (-0.29),0.0
inferiorparietal-lh,inferiortemporal-lh (-0.29),0.0
inferiorparietal-rh (-0.26),inferiortemporal-lh (-0.29),0.0
inferiortemporal-lh (-0.30),inferiortemporal-lh (-0.29),0.0
insula-lh,inferiortemporal-lh (-0.29),0.0
lateraloccipital-lh (-0.31),inferiortemporal-lh (-0.29),0.0
lateraloccipital-rh,inferiortemporal-lh (-0.29),0.0
lateraloccipital-rh (-0.29),inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-lh,inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-lh (-0.27),inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-rh (-0.25),inferiortemporal-lh (-0.29),0.0
lingual-lh,inferiortemporal-lh (-0.29),0.0
lingual-lh (-0.34),inferiortemporal-lh (-0.29),0.0
lingual-rh (-0.28),inferiortemporal-lh (-0.29),0.0
medialorbitofrontal-lh,inferiortemporal-lh (-0.29),0.0
medialorbitofrontal-rh,inferiortemporal-lh (-0.29),0.0
middletemporal-rh (-0.30),inferiortemporal-lh (-0.29),0.0
paracentral-lh (-0.26),inferiortemporal-lh (-0.29),0.0
paracentral-lh (-0.29),inferiortemporal-lh (-0.29),0.0
paracentral-rh (-0.22),inferiortemporal-lh (-0.29),0.0
parahippocampal-lh (-0.39),inferiortemporal-lh (-0.29),0.0
parahippocampal-rh,inferiortemporal-lh (-0.29),0.0
parahippocampal-rh (-0.28),inferiortemporal-lh (-0.29),0.0
parsopercularis-lh,inferiortemporal-lh (-0.29),0.0
parsopercularis-rh (-0.22),inferiortemporal-lh (-0.29),0.0
parsorbitalis-rh (-0.28),inferiortemporal-lh (-0.29),0.0
parstriangularis-lh,inferiortemporal-lh (-0.29),0.0
parstriangularis-rh,inferiortemporal-lh (-0.29),0.0
pericalcarine-rh,inferiortemporal-lh (-0.29),0.0
posteriorcingulate-lh,inferiortemporal-lh (-0.29),0.0
posteriorcingulate-rh,inferiortemporal-lh (-0.29),0.0
precentral-lh,inferiortemporal-lh (-0.29),0.0
precentral-rh (-0.26),inferiortemporal-lh (-0.29),0.0
precuneus-lh,inferiortemporal-lh (-0.29),0.0
precuneus-rh,inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.27),inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.33),inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-rh (-0.32),inferiortemporal-lh (-0.29),0.0
rostralmiddlefrontal-lh,inferiortemporal-lh (-0.29),0.0
rostralmiddlefrontal-rh (-0.29),inferiortemporal-lh (-0.29),0.0
superiorfrontal-lh (-0.25),inferiortemporal-lh (-0.29),0.0
superiorparietal-lh (-0.34),inferiortemporal-lh (-0.29),0.0
superiorparietal-rh,inferiortemporal-lh (-0.29),0.0
superiortemporal-lh,inferiortemporal-lh (-0.29),0.0
superiortemporal-rh (-0.32),inferiortemporal-lh (-0.29),0.0
supramarginal-lh (-0.36),inferiortemporal-lh (-0.29),0.0
temporalpole-lh (-0.21),inferiortemporal-lh (-0.29),0.0
temporalpole-rh (-0.30),inferiortemporal-lh (-0.29),0.0
bankssts-rh (-0.23),inferiortemporal-lh (-0.30),0.0
bankssts-rh (-0.29),inferiortemporal-lh (-0.30),-0.16666666666666652
caudalanteriorcingulate-lh (-0.38),inferiortemporal-lh (-0.30),0.0
caudalanteriorcingulate-rh (-0.33),inferiortemporal-lh (-0.30),0.0
caudalmiddlefrontal-lh,inferiortemporal-lh (-0.30),-0.02777777777777768
caudalmiddlefrontal-rh (-0.38),inferiortemporal-lh (-0.30),0.0
cuneus-lh,inferiortemporal-lh (-0.30),0.16666666666666663
entorhinal-lh,inferiortemporal-lh (-0.30),0.08333333333333337
entorhinal-lh (-0.35),inferiortemporal-lh (-0.30),0.0
entorhinal-rh,inferiortemporal-lh (-0.30),0.0
entorhinal-rh (-0.27),inferiortemporal-lh (-0.30),-0.16666666666666652
frontalpole-rh (-0.28),inferiortemporal-lh (-0.30),0.0
fusiform-rh (-0.23),inferiortemporal-lh (-0.30),0.0
fusiform-rh (-0.24),inferiortemporal-lh (-0.30),0.0
inferiorparietal-lh,inferiortemporal-lh (-0.30),-0.16666666666666663
inferiorparietal-rh (-0.26),inferiortemporal-lh (-0.30),0.0
inferiortemporal-lh (-0.29),inferiortemporal-lh (-0.30),0.0
insula-lh,inferiortemporal-lh (-0.30),0.2499999999999999
lateraloccipital-lh (-0.31),inferiortemporal-lh (-0.30),0.0
lateraloccipital-rh,inferiortemporal-lh (-0.30),-0.08333333333333326
lateraloccipital-rh (-0.29),inferiortemporal-lh (-0.30),0.08333333333333315
lateralorbitofrontal-lh,inferiortemporal-lh (-0.30),0.16666666666666685
lateralorbitofrontal-lh (-0.27),inferiortemporal-lh (-0.30),0.0
lateralorbitofrontal-rh (-0.25),inferiortemporal-lh (-0.30),0.0
lingual-lh,inferiortemporal-lh (-0.30),0.08333333333333337
lingual-lh (-0.34),inferiortemporal-lh (-0.30),0.0
lingual-rh (-0.28),inferiortemporal-lh (-0.30),0.0
medialorbitofrontal-lh,inferiortemporal-lh (-0.30),-0.16666666666666652
medialorbitofrontal-rh,inferiortemporal-lh (-0.30),-0.04166666666666685
middletemporal-rh (-0.30),inferiortemporal-lh (-0.30),0.0
paracentral-lh (-0.26),inferiortemporal-lh (-0.30),0.0
paracentral-lh (-0.29),inferiortemporal-lh (-0.30),0.0
paracentral-rh (-0.22),inferiortemporal-lh (-0.30),0.0
parahippocampal-lh (-0.39),inferiortemporal-lh (-0.30),0.0
parahippocampal-rh,inferiortemporal-lh (-0.30),0.0
parahippocampal-rh (-0.28),inferiortemporal-lh (-0.30),-0.16666666666666652
parsopercularis-lh,inferiortemporal-lh (-0.30),-0.13888888888888884
parsopercularis-rh (-0.22),inferiortemporal-lh (-0.30),0.0
parsorbitalis-rh (-0.28),inferiortemporal-lh (-0.30),0.0
parstriangularis-lh,inferiortemporal-lh (-0.30),-0.16666666666666674
parstriangularis-rh,inferiortemporal-lh (-0.30),0.0037878787878787845
pericalcarine-rh,inferiortemporal-lh (-0.30),0.08333333333333337
posteriorcingulate-lh,inferiortemporal-lh (-0.30),-0.16666666666666663
posteriorcingulate-rh,inferiortemporal-lh (-0.30),-0.16666666666666663
precentral-lh,inferiortemporal-lh (-0.30),-0.08333333333333337
precentral-rh (-0.26),inferiortemporal-lh (-0.30),0.0
precuneus-lh,inferiortemporal-lh (-0.30),0.0
precuneus-rh,inferiortemporal-lh (-0.30),0.25
rostralanteriorcingulate-lh (-0.27),inferiortemporal-lh (-0.30),0.0
rostralanteriorcingulate-lh (-0.33),inferiortemporal-lh (-0.30),0.0
rostralanteriorcingulate-rh (-0.32),inferiortemporal-lh (-0.30),0.0
rostralmiddlefrontal-lh,inferiortemporal-lh (-0.30),0.25
rostralmiddlefrontal-rh (-0.29),inferiortemporal-lh (-0.30),0.0
superiorfrontal-lh (-0.25),inferiortemporal-lh (-0.30),0.0
superiorparietal-lh (-0.34),inferiortemporal-lh (-0.30),0.0
superiorparietal-rh,inferiortemporal-lh (-0.30),0.0
superiortemporal-lh,inferiortemporal-lh (-0.30),0.0
superiortemporal-rh (-0.32),inferiortemporal-lh (-0.30),0.08333333333333315
supramarginal-lh (-0.36),inferiortemporal-lh (-0.30),0.0
temporalpole-lh (-0.21),inferiortemporal-lh (-0.30),0.0
temporalpole-rh (-0.30),inferiortemporal-lh (-0.30),0.08333333333333315
bankssts-rh (-0.23),insula-lh,0.0
bankssts-rh (-0.29),insula-lh,0.08333333333333337
caudalanteriorcingulate-lh (-0.38),insula-lh,0.0
caudalanteriorcingulate-rh (-0.33),insula-lh,0.0
caudalmiddlefrontal-lh,insula-lh,-0.02777777777777768
caudalmiddlefrontal-rh (-0.38),insula-lh,0.0
cuneus-lh,insula-lh,0.08333333333333326
entorhinal-lh,insula-lh,0.08333333333333326
entorhinal-lh (-0.35),insula-lh,0.0
entorhinal-rh,insula-lh,0.08333333333333337
entorhinal-rh (-0.27),insula-lh,0.08333333333333337
frontalpole-rh (-0.28),insula-lh,0.0
fusiform-rh (-0.23),insula-lh,-0.41666666666666663
fusiform-rh (-0.24),insula-lh,0.0
inferiorparietal-lh,insula-lh,0.022309711286089273
inferiorparietal-rh (-0.26),insula-lh,0.0
inferiortemporal-lh (-0.29),insula-lh,0.0
inferiortemporal-lh (-0.30),insula-lh,0.3333333333333333
lateraloccipital-lh (-0.31),insula-lh,0.0
lateraloccipital-rh,insula-lh,0.3333333333333333
lateraloccipital-rh (-0.29),insula-lh,0.0
lateralorbitofrontal-lh,insula-lh,0.08333333333333326
lateralorbitofrontal-lh (-0.27),insula-lh,0.0
lateralorbitofrontal-rh (-0.25),insula-lh,0.0
lingual-lh,insula-lh,0.08333333333333337
lingual-lh (-0.34),insula-lh,0.3333333333333333
lingual-rh (-0.28),insula-lh,0.3333333333333333
medialorbitofrontal-lh,insula-lh,-0.25
medialorbitofrontal-rh,insula-lh,-0.04166666666666674
middletemporal-rh (-0.30),insula-lh,0.0
paracentral-lh (-0.26),insula-lh,-0.41666666666666663
paracentral-lh (-0.29),insula-lh,0.0
paracentral-rh (-0.22),insula-lh,0.0
parahippocampal-lh (-0.39),insula-lh,0.0
parahippocampal-rh,insula-lh,0.08333333333333326
parahippocampal-rh (-0.28),insula-lh,0.08333333333333337
parsopercularis-lh,insula-lh,-0.0277777777777779
parsopercularis-rh (-0.22),insula-lh,-0.41666666666666663
parsorbitalis-rh (-0.28),insula-lh,0.0
parstriangularis-lh,insula-lh,-0.16666666666666663
parstriangularis-rh,insula-lh,0.16666666666666663
pericalcarine-rh,insula-lh,0.0
posteriorcingulate-lh,insula-lh,-0.10687022900763354
posteriorcingulate-rh,insula-lh,-0.09097127222982204
precentral-lh,insula-lh,0.3333333333333333
precentral-rh (-0.26),insula-lh,0.0
precuneus-lh,insula-lh,-0.08333333333333337
precuneus-rh,insula-lh,0.0
rostralanteriorcingulate-lh (-0.27),insula-lh,0.0
rostralanteriorcingulate-lh (-0.33),insula-lh,0.0
rostralanteriorcingulate-rh (-0.32),insula-lh,0.0
rostralmiddlefrontal-lh,insula-lh,0.2499999999999999
rostralmiddlefrontal-rh (-0.29),insula-lh,0.0
superiorfrontal-lh (-0.25),insula-lh,0.0
superiorparietal-lh (-0.34),insula-lh,0.0
superiorparietal-rh,insula-lh,-0.08333333333333326
superiortemporal-lh,insula-lh,0.08333333333333326
superiortemporal-rh (-0.32),insula-lh,0.0
supramarginal-lh (-0.36),insula-lh,0.0
temporalpole-lh (-0.21),insula-lh,0.0
temporalpole-rh (-0.30),insula-lh,0.0
bankssts-rh (-0.23),lateraloccipital-lh (-0.31),0.0
bankssts-rh (-0.29),lateraloccipital-lh (-0.31),0.0
caudalanteriorcingulate-lh (-0.38),lateraloccipital-lh (-0.31),0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-lh (-0.31),0.0
caudalmiddlefrontal-lh,lateraloccipital-lh (-0.31),0.0
caudalmiddlefrontal-rh (-0.38),lateraloccipital-lh (-0.31),0.0
cuneus-lh,lateraloccipital-lh (-0.31),0.0
entorhinal-lh,lateraloccipital-lh (-0.31),0.0
entorhinal-lh (-0.35),lateraloccipital-lh (-0.31),0.0
entorhinal-rh,lateraloccipital-lh (-0.31),0.0
entorhinal-rh (-0.27),lateraloccipital-lh (-0.31),0.0
frontalpole-rh (-0.28),lateraloccipital-lh (-0.31),0.0
fusiform-rh (-0.23),lateraloccipital-lh (-0.31),0.0
fusiform-rh (-0.24),lateraloccipital-lh (-0.31),0.0
inferiorparietal-lh,lateraloccipital-lh (-0.31),0.0
inferiorparietal-rh (-0.26),lateraloccipital-lh (-0.31),0.0
inferiortemporal-lh (-0.29),lateraloccipital-lh (-0.31),0.0
inferiortemporal-lh (-0.30),lateraloccipital-lh (-0.31),0.0
insula-lh,lateraloccipital-lh (-0.31),0.0
lateraloccipital-rh,lateraloccipital-lh (-0.31),0.0
lateraloccipital-rh (-0.29),lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-lh,lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-lh (-0.27),lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-lh (-0.31),0.0
lingual-lh,lateraloccipital-lh (-0.31),0.0
lingual-lh (-0.34),lateraloccipital-lh (-0.31),0.0
lingual-rh (-0.28),lateraloccipital-lh (-0.31),0.0
medialorbitofrontal-lh,lateraloccipital-lh (-0.31),0.0
medialorbitofrontal-rh,lateraloccipital-lh (-0.31),0.0
middletemporal-rh (-0.30),lateraloccipital-lh (-0.31),0.0
paracentral-lh (-0.26),lateraloccipital-lh (-0.31),0.0
paracentral-lh (-0.29),lateraloccipital-lh (-0.31),0.0
paracentral-rh (-0.22),lateraloccipital-lh (-0.31),0.0
parahippocampal-lh (-0.39),lateraloccipital-lh (-0.31),0.0
parahippocampal-rh,lateraloccipital-lh (-0.31),0.0
parahippocampal-rh (-0.28),lateraloccipital-lh (-0.31),0.0
parsopercularis-lh,lateraloccipital-lh (-0.31),0.0
parsopercularis-rh (-0.22),lateraloccipital-lh (-0.31),0.0
parsorbitalis-rh (-0.28),lateraloccipital-lh (-0.31),0.0
parstriangularis-lh,lateraloccipital-lh (-0.31),0.0
parstriangularis-rh,lateraloccipital-lh (-0.31),0.0
pericalcarine-rh,lateraloccipital-lh (-0.31),0.0
posteriorcingulate-lh,lateraloccipital-lh (-0.31),0.0
posteriorcingulate-rh,lateraloccipital-lh (-0.31),0.0
precentral-lh,lateraloccipital-lh (-0.31),0.0
precentral-rh (-0.26),lateraloccipital-lh (-0.31),0.0
precuneus-lh,lateraloccipital-lh (-0.31),0.0
precuneus-rh,lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-lh (-0.27),lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-lh (-0.31),0.0
rostralmiddlefrontal-lh,lateraloccipital-lh (-0.31),0.0
rostralmiddlefrontal-rh (-0.29),lateraloccipital-lh (-0.31),0.0
superiorfrontal-lh (-0.25),lateraloccipital-lh (-0.31),0.0
superiorparietal-lh (-0.34),lateraloccipital-lh (-0.31),0.0
superiorparietal-rh,lateraloccipital-lh (-0.31),0.0
superiortemporal-lh,lateraloccipital-lh (-0.31),0.0
superiortemporal-rh (-0.32),lateraloccipital-lh (-0.31),0.0
supramarginal-lh (-0.36),lateraloccipital-lh (-0.31),0.0
temporalpole-lh (-0.21),lateraloccipital-lh (-0.31),0.0
temporalpole-rh (-0.30),lateraloccipital-lh (-0.31),0.0
bankssts-rh (-0.23),lateraloccipital-rh,0.0
bankssts-rh (-0.29),lateraloccipital-rh,-0.16666666666666663
caudalanteriorcingulate-lh (-0.38),lateraloccipital-rh,0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-rh,0.0
caudalmiddlefrontal-lh,lateraloccipital-rh,-0.3888888888888889
caudalmiddlefrontal-rh (-0.38),lateraloccipital-rh,0.0
cuneus-lh,lateraloccipital-rh,-0.08333333333333348
entorhinal-lh,lateraloccipital-rh,-0.08333333333333337
entorhinal-lh (-0.35),lateraloccipital-rh,0.0
entorhinal-rh,lateraloccipital-rh,-0.33333333333333315
entorhinal-rh (-0.27),lateraloccipital-rh,-0.16666666666666663
frontalpole-rh (-0.28),lateraloccipital-rh,0.0
fusiform-rh (-0.23),lateraloccipital-rh,-0.08333333333333331
fusiform-rh (-0.24),lateraloccipital-rh,0.0
inferiorparietal-lh,lateraloccipital-rh,-0.2637795275590551
inferiorparietal-rh (-0.26),lateraloccipital-rh,0.0
inferiortemporal-lh (-0.29),lateraloccipital-rh,0.0
inferiortemporal-lh (-0.30),lateraloccipital-rh,0.08333333333333337
insula-lh,lateraloccipital-rh,-0.25
lateraloccipital-lh (-0.31),lateraloccipital-rh,0.0
lateraloccipital-rh (-0.29),lateraloccipital-rh,-0.41666666666666663
lateralorbitofrontal-lh,lateraloccipital-rh,-0.08333333333333337
lateralorbitofrontal-lh (-0.27),lateraloccipital-rh,0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-rh,0.0
lingual-lh,lateraloccipital-rh,-0.08333333333333337
lingual-lh (-0.34),lateraloccipital-rh,0.08333333333333337
lingual-rh (-0.28),lateraloccipital-rh,0.08333333333333337
medialorbitofrontal-lh,lateraloccipital-rh,-0.08333333333333337
medialorbitofrontal-rh,lateraloccipital-rh,-0.25
middletemporal-rh (-0.30),lateraloccipital-rh,0.0
paracentral-lh (-0.26),lateraloccipital-rh,-0.08333333333333331
paracentral-lh (-0.29),lateraloccipital-rh,0.0
paracentral-rh (-0.22),lateraloccipital-rh,0.0
parahippocampal-lh (-0.39),lateraloccipital-rh,0.0
parahippocampal-rh,lateraloccipital-rh,-0.33333333333333326
parahippocampal-rh (-0.28),lateraloccipital-rh,-0.16666666666666663
parsopercularis-lh,lateraloccipital-rh,-0.38888888888888884
parsopercularis-rh (-0.22),lateraloccipital-rh,-0.08333333333333331
parsorbitalis-rh (-0.28),lateraloccipital-rh,0.0
parstriangularis-lh,lateraloccipital-rh,-0.5
parstriangularis-rh,lateraloccipital-rh,-0.08333333333333348
pericalcarine-rh,lateraloccipital-rh,-0.33333333333333337
posteriorcingulate-lh,lateraloccipital-rh,-0.08333333333333326
posteriorcingulate-rh,lateraloccipital-rh,-0.08333333333333348
precentral-lh,lateraloccipital-rh,0.0
precentral-rh (-0.26),lateraloccipital-rh,0.0
precuneus-lh,lateraloccipital-rh,-0.16666666666666663
precuneus-rh,lateraloccipital-rh,-0.25
rostralanteriorcingulate-lh (-0.27),lateraloccipital-rh,0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-rh,0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-rh,0.0
rostralmiddlefrontal-lh,lateraloccipital-rh,-0.08333333333333326
rostralmiddlefrontal-rh (-0.29),lateraloccipital-rh,0.0
superiorfrontal-lh (-0.25),lateraloccipital-rh,0.0
superiorparietal-lh (-0.34),lateraloccipital-rh,0.0
superiorparietal-rh,lateraloccipital-rh,-0.16666666666666674
superiortemporal-lh,lateraloccipital-rh,-0.41666666666666663
superiortemporal-rh (-0.32),lateraloccipital-rh,-0.41666666666666663
supramarginal-lh (-0.36),lateraloccipital-rh,0.0
temporalpole-lh (-0.21),lateraloccipital-rh,0.0
temporalpole-rh (-0.30),lateraloccipital-rh,-0.41666666666666663
bankssts-rh (-0.23),lateraloccipital-rh (-0.29),0.0
bankssts-rh (-0.29),lateraloccipital-rh (-0.29),0.16666666666666652
caudalanteriorcingulate-lh (-0.38),lateraloccipital-rh (-0.29),0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-rh (-0.29),0.0
caudalmiddlefrontal-lh,lateraloccipital-rh (-0.29),0.08333333333333315
caudalmiddlefrontal-rh (-0.38),lateraloccipital-rh (-0.29),0.0
cuneus-lh,lateraloccipital-rh (-0.29),0.0
entorhinal-lh,lateraloccipital-rh (-0.29),0.0
entorhinal-lh (-0.35),lateraloccipital-rh (-0.29),0.0
entorhinal-rh,lateraloccipital-rh (-0.29),0.08333333333333326
entorhinal-rh (-0.27),lateraloccipital-rh (-0.29),0.16666666666666652
frontalpole-rh (-0.28),lateraloccipital-rh (-0.29),0.0
fusiform-rh (-0.23),lateraloccipital-rh (-0.29),0.0
fusiform-rh (-0.24),lateraloccipital-rh (-0.29),0.0
inferiorparietal-lh,lateraloccipital-rh (-0.29),0.04724409448818889
inferiorparietal-rh (-0.26),lateraloccipital-rh (-0.29),0.0
inferiortemporal-lh (-0.29),lateraloccipital-rh (-0.29),0.0
inferiortemporal-lh (-0.30),lateraloccipital-rh (-0.29),0.0
insula-lh,lateraloccipital-rh (-0.29),0.0
lateraloccipital-lh (-0.31),lateraloccipital-rh (-0.29),0.0
lateraloccipital-rh,lateraloccipital-rh (-0.29),0.08333333333333337
lateralorbitofrontal-lh,lateraloccipital-rh (-0.29),0.0
lateralorbitofrontal-lh (-0.27),lateraloccipital-rh (-0.29),0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-rh (-0.29),0.0
lingual-lh,lateraloccipital-rh (-0.29),0.0
lingual-lh (-0.34),lateraloccipital-rh (-0.29),0.0
lingual-rh (-0.28),lateraloccipital-rh (-0.29),0.0
medialorbitofrontal-lh,lateraloccipital-rh (-0.29),0.0
medialorbitofrontal-rh,lateraloccipital-rh (-0.29),-0.04166666666666652
middletemporal-rh (-0.30),lateraloccipital-rh (-0.29),0.0
paracentral-lh (-0.26),lateraloccipital-rh (-0.29),0.0
paracentral-lh (-0.29),lateraloccipital-rh (-0.29),0.0
paracentral-rh (-0.22),lateraloccipital-rh (-0.29),0.0
parahippocampal-lh (-0.39),lateraloccipital-rh (-0.29),0.0
parahippocampal-rh,lateraloccipital-rh (-0.29),0.08333333333333326
parahippocampal-rh (-0.28),lateraloccipital-rh (-0.29),0.16666666666666652
parsopercularis-lh,lateraloccipital-rh (-0.29),-0.13888888888888884
parsopercularis-rh (-0.22),lateraloccipital-rh (-0.29),0.0
parsorbitalis-rh (-0.28),lateraloccipital-rh (-0.29),0.0
parstriangularis-lh,lateraloccipital-rh (-0.29),0.0
parstriangularis-rh,lateraloccipital-rh (-0.29),0.08333333333333337
pericalcarine-rh,lateraloccipital-rh (-0.29),0.0
posteriorcingulate-lh,lateraloccipital-rh (-0.29),-0.04770992366412208
posteriorcingulate-rh,lateraloccipital-rh (-0.29),-0.053009575923392616
precentral-lh,lateraloccipital-rh (-0.29),0.08333333333333348
precentral-rh (-0.26),lateraloccipital-rh (-0.29),0.0
precuneus-lh,lateraloccipital-rh (-0.29),0.0
precuneus-rh,lateraloccipital-rh (-0.29),0.0
rostralanteriorcingulate-lh (-0.27),lateraloccipital-rh (-0.29),0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-rh (-0.29),0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-rh (-0.29),0.0
rostralmiddlefrontal-lh,lateraloccipital-rh (-0.29),0.08333333333333337
rostralmiddlefrontal-rh (-0.29),lateraloccipital-rh (-0.29),0.0
superiorfrontal-lh (-0.25),lateraloccipital-rh (-0.29),0.0
superiorparietal-lh (-0.34),lateraloccipital-rh (-0.29),0.0
superiorparietal-rh,lateraloccipital-rh (-0.29),0.0
superiortemporal-lh,lateraloccipital-rh (-0.29),-0.08333333333333337
superiortemporal-rh (-0.32),lateraloccipital-rh (-0.29),0.0
supramarginal-lh (-0.36),lateraloccipital-rh (-0.29),0.0
temporalpole-lh (-0.21),lateraloccipital-rh (-0.29),0.0
temporalpole-rh (-0.30),lateraloccipital-rh (-0.29),0.0
bankssts-rh (-0.23),lateralorbitofrontal-lh,0.0
bankssts-rh (-0.29),lateralorbitofrontal-lh,0.08333333333333337
caudalanteriorcingulate-lh (-0.38),lateralorbitofrontal-lh,0.0
caudalanteriorcingulate-rh (-0.33),lateralorbitofrontal-lh,0.0
caudalmiddlefrontal-lh,lateralorbitofrontal-lh,-0.05555555555555547
caudalmiddlefrontal-rh (-0.38),lateralorbitofrontal-lh,0.0
cuneus-lh,lateralorbitofrontal-lh,0.0
entorhinal-lh,lateralorbitofrontal-lh,-0.08333333333333326
entorhinal-lh (-0.35),lateralorbitofrontal-lh,0.0
entorhinal-rh,lateralorbitofrontal-lh,0.08333333333333337
entorhinal-rh (-0.27),lateralorbitofrontal-lh,0.08333333333333337
frontalpole-rh (-0.28),lateralorbitofrontal-lh,0.0
fusiform-rh (-0.23),lateralorbitofrontal-lh,0.08333333333333315
fusiform-rh (-0.24),lateralorbitofrontal-lh,0.0
inferiorparietal-lh,lateralorbitofrontal-lh,-0.11942257217847752
inferiorparietal-rh (-0.26),lateralorbitofrontal-lh,0.0
inferiortemporal-lh (-0.29),lateralorbitofrontal-lh,0.0
inferiortemporal-lh (-0.30),lateralorbitofrontal-lh,0.41666666666666674
insula-lh,lateralorbitofrontal-lh,0.16666666666666674
lateraloccipital-lh (-0.31),lateralorbitofrontal-lh,0.0
lateraloccipital-rh,lateralorbitofrontal-lh,0.08333333333333337
lateraloccipital-rh (-0.29),lateralorbitofrontal-lh,-0.08333333333333337
lateralorbitofrontal-lh (-0.27),lateralorbitofrontal-lh,0.0
lateralorbitofrontal-rh (-0.25),lateralorbitofrontal-lh,0.0
lingual-lh,lateralorbitofrontal-lh,-0.08333333333333337
lingual-lh (-0.34),lateralorbitofrontal-lh,0.41666666666666674
lingual-rh (-0.28),lateralorbitofrontal-lh,0.41666666666666674
medialorbitofrontal-lh,lateralorbitofrontal-lh,-0.2499999999999999
medialorbitofrontal-rh,lateralorbitofrontal-lh,-0.08333333333333337
middletemporal-rh (-0.30),lateralorbitofrontal-lh,0.0
paracentral-lh (-0.26),lateralorbitofrontal-lh,0.08333333333333315
paracentral-lh (-0.29),lateralorbitofrontal-lh,0.0
paracentral-rh (-0.22),lateralorbitofrontal-lh,0.0
parahippocampal-lh (-0.39),lateralorbitofrontal-lh,0.0
parahippocampal-rh,lateralorbitofrontal-lh,0.08333333333333337
parahippocampal-rh (-0.28),lateralorbitofrontal-lh,0.08333333333333337
parsopercularis-lh,lateralorbitofrontal-lh,-0.11111111111111105
parsopercularis-rh (-0.22),lateralorbitofrontal-lh,0.08333333333333315
parsorbitalis-rh (-0.28),lateralorbitofrontal-lh,0.0
parstriangularis-lh,lateralorbitofrontal-lh,-0.16666666666666674
parstriangularis-rh,lateralorbitofrontal-lh,-0.026515151515151603
pericalcarine-rh,lateralorbitofrontal-lh,-0.08333333333333331
posteriorcingulate-lh,lateralorbitofrontal-lh,-0.10687022900763377
posteriorcingulate-rh,lateralorbitofrontal-lh,-0.09097127222982204
precentral-lh,lateralorbitofrontal-lh,0.08333333333333315
precentral-rh (-0.26),lateralorbitofrontal-lh,0.0
precuneus-lh,lateralorbitofrontal-lh,-0.08333333333333337
precuneus-rh,lateralorbitofrontal-lh,0.16666666666666674
rostralanteriorcingulate-lh (-0.27),lateralorbitofrontal-lh,0.0
rostralanteriorcingulate-lh (-0.33),lateralorbitofrontal-lh,0.0
rostralanteriorcingulate-rh (-0.32),lateralorbitofrontal-lh,0.0
rostralmiddlefrontal-lh,lateralorbitofrontal-lh,0.08333333333333326
rostralmiddlefrontal-rh (-0.29),lateralorbitofrontal-lh,0.0
superiorfrontal-lh (-0.25),lateralorbitofrontal-lh,0.0
superiorparietal-lh (-0.34),lateralorbitofrontal-lh,0.0
superiorparietal-rh,lateralorbitofrontal-lh,-0.08333333333333348
superiortemporal-lh,lateralorbitofrontal-lh,-0.16666666666666663
superiortemporal-rh (-0.32),lateralorbitofrontal-lh,-0.08333333333333337
supramarginal-lh (-0.36),lateralorbitofrontal-lh,0.0
temporalpole-lh (-0.21),lateralorbitofrontal-lh,0.0
temporalpole-rh (-0.30),lateralorbitofrontal-lh,-0.08333333333333337
bankssts-rh (-0.23),lateralorbitofrontal-lh (-0.27),0.0
bankssts-rh (-0.29),lateralorbitofrontal-lh (-0.27),0.0
caudalanteriorcingulate-lh (-0.38),lateralorbitofrontal-lh (-0.27),0.0
caudalanteriorcingulate-rh (-0.33),lateralorbitofrontal-lh (-0.27),0.0
caudalmiddlefrontal-lh,lateralorbitofrontal-lh (-0.27),0.0
caudalmiddlefrontal-rh (-0.38),lateralorbitofrontal-lh (-0.27),0.0
cuneus-lh,lateralorbitofrontal-lh (-0.27),0.0
